=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.13 22:39:46 =~=~=~=~=~=~=~=~=~=~=~=
No Detection!
varBetween: 698460796.000000

q1: 47

q2: 737

q2: 999

q2: 120811

(m1 - m2): -142.000000

varBetween: 732706800.000000

q1: 51

q2: 733

q2: 1239

q2: 120571

(m1 - m2): -140.000000

varBetween: 776385792.000000

q1: 56

q2: 728

q2: 1554

q2: 120256

(m1 - m2): -138.000000

varBetween: 791166400.000000

q1: 59

q2: 725

q2: 1746

q2: 120064

(m1 - m2): -136.000000

varBetween: 803777175.000000

q1: 61

q2: 723

q2: 1876

q2: 119934

(m1 - m2): -135.000000

varBetween: 815823900.000000

q1: 62

q2: 722

q2: 1944

q2: 119866

(m1 - m2): -135.000000

varBetween: 827412480.000000

q1: 64

q2: 720

q2: 2086

q2: 119724

(m1 - m2): -134.000000

varBetween: 837031536.000000

q1: 67

q2: 717

q2: 2304

q2: 119506

(m1 - m2): -132.000000

varBetween: 848339712.000000

q1: 68

q2: 716

q2: 2378

q2: 119432

(m1 - m2): -132.000000

varBetween: 877160700.000000

q1: 73

q2: 711

q2: 2758

q2: 119052

(m1 - m2): -130.000000

varBetween: 891928576.000000

q1: 77

q2: 707

q2: 3069

q2: 118741

(m1 - m2): -128.000000

varBetween: 908385280.000000

q1: 80

q2: 704

q2: 3309

q2: 118501

(m1 - m2): -127.000000

varBetween: 928359375.000000

q1: 85

q2: 699

q2: 3724

q2: 118086

(m1 - m2): -125.000000

varBetween: 937937500.000000

q1: 86

q2: 698

q2: 3808

q2: 118002

(m1 - m2): -125.000000

varBetween: 947484375.000000

q1: 87

q2: 697

q2: 3893

q2: 117917

(m1 - m2): -125.000000

varBetween: 951082480.000000

q1: 89

q2: 695

q2: 4067

q2: 117743

(m1 - m2): -124.000000

varBetween: 954080127.000000

q1: 91

q2: 693

q2: 4245

q2: 117565

(m1 - m2): -123.000000

varBetween: 974232220.000000

q1: 95

q2: 689

q2: 4615

q2: 117195

(m1 - m2): -122.000000

varBetween: 976536000.000000

q1: 99

q2: 685

q2: 4999

q2: 116811

(m1 - m2): -120.000000

varBetween: 984960000.000000

q1: 100

q2: 684

q2: 5098

q2: 116712

(m1 - m2): -120.000000

varBetween: 990025200.000000

q1: 109

q2: 675

q2: 6063

q2: 115747

(m1 - m2): -116.000000

varBetween: 996479991.000000

q1: 117

q2: 667

q2: 6998

q2: 114812

(m1 - m2): -113.000000

threshold: 121

Prediction is 5 

x: 8.000000
y: 8.000000
summer: 130263

varBetween: 11654172.000000

q1: 1

q2: 783

q2: 44

q2: 130219

(m1 - m2): -122.000000

varBetween: 23278576.000000

q1: 2

q2: 782

q2: 89

q2: 130174

(m1 - m2): -122.000000

varBetween: 34303863.000000

q1: 3

q2: 781

q2: 137

q2: 130126

(m1 - m2): -121.000000

varBetween: 44928000.000000

q1: 4

q2: 780

q2: 186

q2: 130077

(m1 - m2): -120.000000

varBetween: 77021679.000000

q1: 7

q2: 777

q2: 339

q2: 129924

(m1 - m2): -119.000000

varBetween: 87911488.000000

q1: 8

q2: 776

q2: 391

q2: 129872

(m1 - m2): -119.000000

varBetween: 126814896.000000

q1: 12

q2: 772

q2: 603

q2: 129660

(m1 - m2): -117.000000

varBetween: 150100720.000000

q1: 14

q2: 770

q2: 711

q2: 129552

(m1 - m2): -118.000000

varBetween: 157902615.000000

q1: 15

q2: 769

q2: 766

q2: 129497

(m1 - m2): -117.000000

varBetween: 168210432.000000

q1: 16

q2: 768

q2: 822

q2: 129441

(m1 - m2): -117.000000

varBetween: 185531328.000000

q1: 18

q2: 766

q2: 938

q2: 129325

(m1 - m2): -116.000000

varBetween: 215605488.000000

q1: 21

q2: 763

q2: 1118

q2: 129145

(m1 - m2): -116.000000

varBetween: 235520368.000000

q1: 23

q2: 761

q2: 1240

q2: 129023

(m1 - m2): -116.000000

varBetween: 250944375.000000

q1: 25

q2: 759

q2: 1364

q2: 128899

(m1 - m2): -115.000000

varBetween: 260638300.000000

q1: 26

q2: 758

q2: 1427

q2: 128836

(m1 - m2): -115.000000

varBetween: 303365628.000000

q1: 31

q2: 753

q2: 1762

q2: 128501

(m1 - m2): -114.000000

varBetween: 307273216.000000

q1: 32

q2: 752

q2: 1830

q2: 128433

(m1 - m2): -113.000000

varBetween: 331398000.000000

q1: 34

q2: 750

q2: 1968

q2: 128295

(m1 - m2): -114.000000

varBetween: 352922391.000000

q1: 37

q2: 747

q2: 2181

q2: 128082

(m1 - m2): -113.000000

varBetween: 373309440.000000

q1: 40

q2: 744

q2: 2397

q2: 127866

(m1 - m2): -112.000000

varBetween: 375334623.000000

q1: 41

q2: 743

q2: 2471

q2: 127792

(m1 - m2): -111.000000

varBetween: 399689472.000000

q1: 43

q2: 741

q2: 2621

q2: 127642

(m1 - m2): -112.000000

varBetween: 401171760.000000

q1: 44

q2: 740

q2: 2697

q2: 127566

(m1 - m2): -111.000000

varBetween: 443740815.000000

q1: 49

q2: 735

q2: 3082

q2: 127181

(m1 - m2): -111.000000

varBetween: 452334300.000000

q1: 51

q2: 733

q2: 3238

q2: 127025

(m1 - m2): -110.000000

varBetween: 460305583.000000

q1: 53

q2: 731

q2: 3398

q2: 126865

(m1 - m2): -109.000000

varBetween: 468349020.000000

q1: 54

q2: 730

q2: 3479

q2: 126784

(m1 - m2): -109.000000

varBetween: 492336759.000000

q1: 57

q2: 727

q2: 3725

q2: 126538

(m1 - m2): -109.000000

varBetween: 500285148.000000

q1: 58

q2: 726

q2: 3808

q2: 126455

(m1 - m2): -109.000000

varBetween: 508209775.000000

q1: 59

q2: 725

q2: 3892

q2: 126371

(m1 - m2): -109.000000

varBetween: 522127296.000000

q1: 62

q2: 722

q2: 4147

q2: 126116

(m1 - m2): -108.000000

varBetween: 527569920.000000

q1: 64

q2: 720

q2: 4319

q2: 125944

(m1 - m2): -107.000000

varBetween: 549998511.000000

q1: 67

q2: 717

q2: 4580

q2: 125683

(m1 - m2): -107.000000

varBetween: 557428912.000000

q1: 68

q2: 716

q2: 4668

q2: 125595

(m1 - m2): -107.000000

varBetween: 564836415.000000

q1: 69

q2: 715

q2: 4758

q2: 125505

(m1 - m2): -107.000000

varBetween: 568800028.000000

q1: 71

q2: 713

q2: 4948

q2: 125315

(m1 - m2): -106.000000

varBetween: 572230575.000000

q1: 73

q2: 711

q2: 5155

q2: 125108

(m1 - m2): -105.000000

varBetween: 579253500.000000

q1: 74

q2: 710

q2: 5273

q2: 124990

(m1 - m2): -105.000000

varBetween: 586254375.000000

q1: 75

q2: 709

q2: 5393

q2: 124870

(m1 - m2): -105.000000

varBetween: 588225792.000000

q1: 88

q2: 696

q2: 7031

q2: 123232

(m1 - m2): -98.000000

threshold: 130

Prediction is 6 

x: 8.000000
y: 8.000000
summer: 123018

varBetween: 555532992.000000

q1: 28

q2: 756

q2: 0

q2: 123018

(m1 - m2): -162.000000

varBetween: 567540295.000000

q1: 29

q2: 755

q2: 45

q2: 122973

(m1 - m2): -161.000000

varBetween: 600733696.000000

q1: 32

q2: 752

q2: 189

q2: 122829

(m1 - m2): -158.000000

varBetween: 612637500.000000

q1: 34

q2: 750

q2: 287

q2: 122731

(m1 - m2): -155.000000

varBetween: 647001351.000000

q1: 37

q2: 747

q2: 437

q2: 122581

(m1 - m2): -153.000000

varBetween: 682616256.000000

q1: 42

q2: 742

q2: 702

q2: 122316

(m1 - m2): -148.000000

varBetween: 708863580.000000

q1: 45

q2: 739

q2: 864

q2: 122154

(m1 - m2): -146.000000

varBetween: 728284975.000000

q1: 47

q2: 737

q2: 980

q2: 122038

(m1 - m2): -145.000000

varBetween: 750478300.000000

q1: 50

q2: 734

q2: 1157

q2: 121861

(m1 - m2): -143.000000

varBetween: 764444967.000000

q1: 51

q2: 733

q2: 1218

q2: 121800

(m1 - m2): -143.000000

varBetween: 770249583.000000

q1: 53

q2: 731

q2: 1342

q2: 121676

(m1 - m2): -141.000000

varBetween: 785862000.000000

q1: 55

q2: 729

q2: 1474

q2: 121544

(m1 - m2): -140.000000

varBetween: 800642919.000000

q1: 57

q2: 727

q2: 1608

q2: 121410

(m1 - m2): -139.000000

varBetween: 815325360.000000

q1: 60

q2: 724

q2: 1812

q2: 121206

(m1 - m2): -137.000000

varBetween: 827834175.000000

q1: 63

q2: 721

q2: 2019

q2: 120999

(m1 - m2): -135.000000

varBetween: 851745375.000000

q1: 65

q2: 719

q2: 2159

q2: 120859

(m1 - m2): -135.000000

varBetween: 863646300.000000

q1: 66

q2: 718

q2: 2230

q2: 120788

(m1 - m2): -135.000000

varBetween: 884096220.000000

q1: 70

q2: 714

q2: 2518

q2: 120500

(m1 - m2): -133.000000

varBetween: 904357872.000000

q1: 73

q2: 711

q2: 2737

q2: 120281

(m1 - m2): -132.000000

varBetween: 915456960.000000

q1: 74

q2: 710

q2: 2811

q2: 120207

(m1 - m2): -132.000000

varBetween: 920019100.000000

q1: 77

q2: 707

q2: 3038

q2: 119980

(m1 - m2): -130.000000

varBetween: 930649200.000000

q1: 78

q2: 706

q2: 3115

q2: 119903

(m1 - m2): -130.000000

varBetween: 947588463.000000

q1: 81

q2: 703

q2: 3349

q2: 119669

(m1 - m2): -129.000000

varBetween: 957922524.000000

q1: 82

q2: 702

q2: 3428

q2: 119590

(m1 - m2): -129.000000

varBetween: 968191612.000000

q1: 86

q2: 698

q2: 3752

q2: 119266

(m1 - m2): -127.000000

varBetween: 987868992.000000

q1: 88

q2: 696

q2: 3918

q2: 119100

(m1 - m2): -127.000000

varBetween: 997659295.000000

q1: 89

q2: 695

q2: 4003

q2: 119015

(m1 - m2): -127.000000

varBetween: 1004109375.000000

q1: 93

q2: 691

q2: 4351

q2: 118667

(m1 - m2): -125.000000

varBetween: 1024641264.000000

q1: 97

q2: 687

q2: 4718

q2: 118300

(m1 - m2): -124.000000

varBetween: 1025973135.000000

q1: 99

q2: 685

q2: 4912

q2: 118106

(m1 - m2): -123.000000

varBetween: 1026742972.000000

q1: 101

q2: 683

q2: 5127

q2: 117891

(m1 - m2): -122.000000

threshold: 108

Prediction is 6 

x: 8.000000
y: 8.000000
summer: 129621

varBetween: 12234375.000000

q1: 1

q2: 783

q2: 40

q2: 129581

(m1 - m2): -125.000000

varBetween: 23661756.000000

q1: 2

q2: 782

q2: 85

q2: 129536

(m1 - m2): -123.000000

varBetween: 34303863.000000

q1: 3

q2: 781

q2: 132

q2: 129489

(m1 - m2): -121.000000

varBetween: 44928000.000000

q1: 4

q2: 780

q2: 180

q2: 129441

(m1 - m2): -120.000000

varBetween: 78321600.000000

q1: 7

q2: 777

q2: 327

q2: 129294

(m1 - m2): -120.000000

varBetween: 141935703.000000

q1: 13

q2: 771

q2: 633

q2: 128988

(m1 - m2): -119.000000

varBetween: 171098112.000000

q1: 16

q2: 768

q2: 789

q2: 128832

(m1 - m2): -118.000000

varBetween: 181555036.000000

q1: 17

q2: 767

q2: 842

q2: 128779

(m1 - m2): -118.000000

varBetween: 195251868.000000

q1: 18

q2: 766

q2: 896

q2: 128725

(m1 - m2): -119.000000

varBetween: 202385340.000000

q1: 19

q2: 765

q2: 951

q2: 128670

(m1 - m2): -118.000000

varBetween: 212758720.000000

q1: 20

q2: 764

q2: 1007

q2: 128614

(m1 - m2): -118.000000

varBetween: 223104252.000000

q1: 21

q2: 763

q2: 1066

q2: 128555

(m1 - m2): -118.000000

varBetween: 239598567.000000

q1: 23

q2: 761

q2: 1186

q2: 128435

(m1 - m2): -117.000000

varBetween: 249687360.000000

q1: 24

q2: 760

q2: 1247

q2: 128374

(m1 - m2): -117.000000

varBetween: 259748775.000000

q1: 25

q2: 759

q2: 1310

q2: 128311

(m1 - m2): -117.000000

varBetween: 269782812.000000

q1: 26

q2: 758

q2: 1374

q2: 128247

(m1 - m2): -117.000000

varBetween: 275027184.000000

q1: 27

q2: 757

q2: 1439

q2: 128182

(m1 - m2): -116.000000

varBetween: 289561375.000000

q1: 29

q2: 755

q2: 1571

q2: 128050

(m1 - m2): -115.000000

varBetween: 299149500.000000

q1: 30

q2: 754

q2: 1638

q2: 127983

(m1 - m2): -115.000000

varBetween: 318246400.000000

q1: 32

q2: 752

q2: 1774

q2: 127847

(m1 - m2): -115.000000

varBetween: 327755175.000000

q1: 33

q2: 751

q2: 1843

q2: 127778

(m1 - m2): -115.000000

varBetween: 340690140.000000

q1: 35

q2: 749

q2: 1983

q2: 127638

(m1 - m2): -114.000000

varBetween: 380005440.000000

q1: 40

q2: 744

q2: 2338

q2: 127283

(m1 - m2): -113.000000

varBetween: 399689472.000000

q1: 43

q2: 741

q2: 2554

q2: 127067

(m1 - m2): -112.000000

varBetween: 408432640.000000

q1: 44

q2: 740

q2: 2627

q2: 126994

(m1 - m2): -112.000000

varBetween: 443154432.000000

q1: 48

q2: 736

q2: 2923

q2: 126698

(m1 - m2): -112.000000

varBetween: 443740815.000000

q1: 49

q2: 735

q2: 2998

q2: 126623

(m1 - m2): -111.000000

varBetween: 460595943.000000

q1: 51

q2: 733

q2: 3150

q2: 126471

(m1 - m2): -111.000000

varBetween: 468790300.000000

q1: 53

q2: 731

q2: 3304

q2: 126317

(m1 - m2): -110.000000

varBetween: 476982000.000000

q1: 54

q2: 730

q2: 3382

q2: 126239

(m1 - m2): -110.000000

varBetween: 494010495.000000

q1: 55

q2: 729

q2: 3461

q2: 126160

(m1 - m2): -111.000000

varBetween: 509506800.000000

q1: 58

q2: 726

q2: 3703

q2: 125918

(m1 - m2): -110.000000

varBetween: 516110640.000000

q1: 60

q2: 724

q2: 3867

q2: 125754

(m1 - m2): -109.000000

varBetween: 522127296.000000

q1: 62

q2: 722

q2: 4035

q2: 125586

(m1 - m2): -108.000000

varBetween: 539670663.000000

q1: 63

q2: 721

q2: 4120

q2: 125501

(m1 - m2): -109.000000

varBetween: 547476480.000000

q1: 64

q2: 720

q2: 4207

q2: 125414

(m1 - m2): -109.000000

varBetween: 552733632.000000

q1: 66

q2: 718

q2: 4387

q2: 125234

(m1 - m2): -108.000000

varBetween: 557428912.000000

q1: 68

q2: 716

q2: 4571

q2: 125050

(m1 - m2): -107.000000

varBetween: 564836415.000000

q1: 69

q2: 715

q2: 4664

q2: 124957

(m1 - m2): -107.000000

varBetween: 572221020.000000

q1: 70

q2: 714

q2: 4759

q2: 124862

(m1 - m2): -107.000000

varBetween: 586921536.000000

q1: 72

q2: 712

q2: 4962

q2: 124659

(m1 - m2): -107.000000

varBetween: 588000000.000000

q1: 84

q2: 700

q2: 6415

q2: 123206

(m1 - m2): -100.000000

varBetween: 588225792.000000

q1: 88

q2: 696

q2: 6931

q2: 122690

(m1 - m2): -98.000000

threshold: 129

Prediction is 6 

x: 8.000000
y: 8.000000
summer: 122580

varBetween: 555532992.000000

q1: 28

q2: 756

q2: 0

q2: 122580

(m1 - m2): -162.000000

varBetween: 567540295.000000

q1: 29

q2: 755

q2: 43

q2: 122537

(m1 - m2): -161.000000

varBetween: 582734652.000000

q1: 31

q2: 753

q2: 133

q2: 122447

(m1 - m2): -158.000000

varBetween: 603119088.000000

q1: 33

q2: 751

q2: 227

q2: 122353

(m1 - m2): -156.000000

varBetween: 612637500.000000

q1: 34

q2: 750

q2: 275

q2: 122305

(m1 - m2): -155.000000

varBetween: 630357552.000000

q1: 36

q2: 748

q2: 375

q2: 122205

(m1 - m2): -153.000000

varBetween: 638571456.000000

q1: 37

q2: 747

q2: 427

q2: 122153

(m1 - m2): -152.000000

varBetween: 676309063.000000

q1: 41

q2: 743

q2: 639

q2: 121941

(m1 - m2): -149.000000

varBetween: 688527567.000000

q1: 43

q2: 741

q2: 747

q2: 121833

(m1 - m2): -147.000000

varBetween: 694048960.000000

q1: 44

q2: 740

q2: 802

q2: 121778

(m1 - m2): -146.000000

varBetween: 699186375.000000

q1: 45

q2: 739

q2: 858

q2: 121722

(m1 - m2): -145.000000

varBetween: 732561408.000000

q1: 48

q2: 736

q2: 1029

q2: 121551

(m1 - m2): -144.000000

varBetween: 736470735.000000

q1: 49

q2: 735

q2: 1088

q2: 121492

(m1 - m2): -143.000000

varBetween: 753790812.000000

q1: 51

q2: 733

q2: 1208

q2: 121372

(m1 - m2): -142.000000

varBetween: 759362800.000000

q1: 53

q2: 731

q2: 1330

q2: 121250

(m1 - m2): -140.000000

varBetween: 783709020.000000

q1: 54

q2: 730

q2: 1392

q2: 121188

(m1 - m2): -141.000000

varBetween: 800642919.000000

q1: 57

q2: 727

q2: 1587

q2: 120993

(m1 - m2): -139.000000

varBetween: 815325360.000000

q1: 60

q2: 724

q2: 1785

q2: 120795

(m1 - m2): -137.000000

varBetween: 840175516.000000

q1: 62

q2: 722

q2: 1921

q2: 120659

(m1 - m2): -137.000000

varBetween: 862588284.000000

q1: 67

q2: 717

q2: 2273

q2: 120307

(m1 - m2): -134.000000

varBetween: 884096220.000000

q1: 70

q2: 714

q2: 2491

q2: 120089

(m1 - m2): -133.000000

varBetween: 893223936.000000

q1: 72

q2: 712

q2: 2639

q2: 119941

(m1 - m2): -132.000000

varBetween: 909355200.000000

q1: 76

q2: 708

q2: 2939

q2: 119641

(m1 - m2): -130.000000

varBetween: 926820495.000000

q1: 79

q2: 705

q2: 3167

q2: 119413

(m1 - m2): -129.000000

varBetween: 937221120.000000

q1: 80

q2: 704

q2: 3244

q2: 119336

(m1 - m2): -129.000000

varBetween: 943128576.000000

q1: 82

q2: 702

q2: 3402

q2: 119178

(m1 - m2): -128.000000

varBetween: 953270272.000000

q1: 83

q2: 701

q2: 3482

q2: 119098

(m1 - m2): -128.000000

varBetween: 963379200.000000

q1: 84

q2: 700

q2: 3564

q2: 119016

(m1 - m2): -128.000000

varBetween: 973455360.000000

q1: 85

q2: 699

q2: 3647

q2: 118933

(m1 - m2): -128.000000

varBetween: 978046431.000000

q1: 87

q2: 697

q2: 3815

q2: 118765

(m1 - m2): -127.000000

varBetween: 982009980.000000

q1: 89

q2: 695

q2: 3985

q2: 118595

(m1 - m2): -126.000000

varBetween: 1004109375.000000

q1: 93

q2: 691

q2: 4332

q2: 118248

(m1 - m2): -125.000000

varBetween: 1006436080.000000

q1: 95

q2: 689

q2: 4509

q2: 118071

(m1 - m2): -124.000000

varBetween: 1015554048.000000

q1: 96

q2: 688

q2: 4600

q2: 117980

(m1 - m2): -124.000000

varBetween: 1017092412.000000

q1: 98

q2: 686

q2: 4786

q2: 117794

(m1 - m2): -123.000000

varBetween: 1018065600.000000

q1: 100

q2: 684

q2: 4988

q2: 117592

(m1 - m2): -122.000000

varBetween: 1026742972.000000

q1: 101

q2: 683

q2: 5092

q2: 117488

(m1 - m2): -122.000000

varBetween: 1026963663.000000

q1: 103

q2: 681

q2: 5326

q2: 117254

(m1 - m2): -121.000000

threshold: 118

Prediction is 6 

x: 8.000000
y: 8.000000
summer: 129644

varBetween: 11275200.000000

q1: 1

q2: 783

q2: 45

q2: 129599

(m1 - m2): -120.000000

varBetween: 33739200.000000

q1: 3

q2: 781

q2: 137

q2: 129507

(m1 - m2): -120.000000

varBetween: 44182320.000000

q1: 4

q2: 780

q2: 185

q2: 129459

(m1 - m2): -119.000000

varBetween: 77021679.000000

q1: 7

q2: 777

q2: 332

q2: 129312

(m1 - m2): -119.000000

varBetween: 87911488.000000

q1: 8

q2: 776

q2: 382

q2: 129262

(m1 - m2): -119.000000

varBetween: 128991936.000000

q1: 12

q2: 772

q2: 590

q2: 129054

(m1 - m2): -118.000000

varBetween: 168210432.000000

q1: 16

q2: 768

q2: 802

q2: 128842

(m1 - m2): -117.000000

varBetween: 191984112.000000

q1: 18

q2: 766

q2: 910

q2: 128734

(m1 - m2): -118.000000

varBetween: 209167920.000000

q1: 20

q2: 764

q2: 1022

q2: 128622

(m1 - m2): -117.000000

varBetween: 235520368.000000

q1: 23

q2: 761

q2: 1196

q2: 128448

(m1 - m2): -116.000000

varBetween: 245437440.000000

q1: 24

q2: 760

q2: 1256

q2: 128388

(m1 - m2): -116.000000

varBetween: 259748775.000000

q1: 25

q2: 759

q2: 1318

q2: 128326

(m1 - m2): -117.000000

varBetween: 265190848.000000

q1: 26

q2: 758

q2: 1381

q2: 128263

(m1 - m2): -116.000000

varBetween: 284836608.000000

q1: 28

q2: 756

q2: 1509

q2: 128135

(m1 - m2): -116.000000

varBetween: 289561375.000000

q1: 29

q2: 755

q2: 1575

q2: 128069

(m1 - m2): -115.000000

varBetween: 327755175.000000

q1: 33

q2: 751

q2: 1843

q2: 127801

(m1 - m2): -115.000000

varBetween: 340690140.000000

q1: 35

q2: 749

q2: 1981

q2: 127663

(m1 - m2): -114.000000

varBetween: 352922391.000000

q1: 37

q2: 747

q2: 2121

q2: 127523

(m1 - m2): -113.000000

varBetween: 361975612.000000

q1: 38

q2: 746

q2: 2193

q2: 127451

(m1 - m2): -113.000000

varBetween: 380005440.000000

q1: 40

q2: 744
